bvid,aid,title,author,mid,description,duration,pubdate,created,view,danmaku,reply,favorite,coin,like,share,tag,typeid,typename,pic,arcurl,pts,arcrank,badgepay,search_keyword,collected_at
BV1WiD8YtEu2,113429851410400,给脑力工作者：如何从易疲惫体质，变成一个精力充沛的人？,YouCore官方,1572764532,增强初始能量、降低消耗速度、增加恢复速度,6:39,1730802424,0,256306,329,357,16699,0,15206,0,"学习,工作,职场,时间管理,精力管理,YouCore,脑力工作",209,职业职场,//i2.hdslb.com/bfs/archive/d7115353cd7a3cfcd5242228df0b3c50ee422214.jpg,http://www.bilibili.com/video/av113429851410400,0,,False,提高执行力,1756708693
BV1JChvzfEtf,115116280455056,『PART ONE』自制学习系列，执行力max，强者心态，考试&amp;做题心流状态,我是超高校级大学霸,3546729762785857,-,3:56,1756535257,0,633,0,11,105,0,58,0,"考试,学习,心流",21,日常,//i2.hdslb.com/bfs/archive/b2cdf9cdf0fde9c0cac9dbf15910d3f34e363ab0.jpg,http://www.bilibili.com/video/av115116280455056,0,,False,提高执行力,1756708693
BV1fZ421N7Kd,1156429733,想拥有超强执行力，1分钟呼吸法就够了！,马林思维,111082383,-,14:50,1721286831,0,36551,698,202,1493,0,2255,0,"科普,健康,医学,思维,认知,执行力,康复,内耗,充电收藏集",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/0b3229eb818464b6cf361fcce4c420726c8798c3.jpg,http://www.bilibili.com/video/av1156429733,0,,False,提高执行力,1756708693
BV1yz4y17763,573448846,五步，杀死拖延症！提高行动力，拒绝颓废摆烂,Iris学姐,588364496,"五个方法让你彻底摆脱拖延症，迎来本该属于自己精彩美好的人生！

视频中的方法结合了我自己的经验和《拖延心理学》《终结拖延症》这两本书的内容，我在【学姐读书会】对这两本书有更深度的解读以及更多个人经验的分享，私信回复【读书会】即可获得加入方式，解锁全部100本好书，跟我一起实现全方位成长！",3:0,1689329400,0,111243,173,80,6337,0,6328,0,"心理学,博士,拖延症,自律,考研,经验分享,vlog,校园vlog,一起上岸吧,一起上岸吧2",208,校园学习,//i0.hdslb.com/bfs/archive/08e6550c126aeacbe1dbbb9908d78a75591fe514.jpg,http://www.bilibili.com/video/av573448846,0,,False,提高执行力,1756708693
BV1gTeezjExL,115075880981290,一个让你拥有恐怖执行力的顶级思维，「当一个时间赌徒」,向上的金临,527146075,-,3:2,1755918666,0,963,0,0,93,0,25,0,"成长,心理,思维,经验分享,执行力,提升,赌徒,拖延,底层逻辑,顶级思维",21,日常,//i2.hdslb.com/bfs/archive/5c0f56764c124a5e8825ea7f65bc4f6b76ad350d.jpg,http://www.bilibili.com/video/av115075880981290,0,,False,提高执行力,1756708693
BV1qY411y7LD,265212036,【冥想引导#23】提升行动力冥想 | 减少内耗治愈拖延,Kido-Kido,138886269,,9:35,1673783040,0,20680,26,19,1120,0,765,0,"疗愈,冥想,行动力,拖延,内耗,冥想引导,提升,心理,放松,正念",21,日常,//i0.hdslb.com/bfs/archive/07bc4ae7f9fbb234da13ec2b8b2200503d771009.jpg,http://www.bilibili.com/video/av265212036,0,,False,提高执行力,1756708693
BV1KiwLeHED5,113838477281539,寒假！执行力才是破局的关键,圈宁CeoxNim,382337524,-,1:24,1737037642,0,171977,52,529,7467,0,12244,0,"大学,高考,中考,高中,学习,大学生,初中,寒假,执行力,学习方法",208,校园学习,//i0.hdslb.com/bfs/archive/f92eef26d5367791ccebb8d7a33c2320e8ff4041.jpg,http://www.bilibili.com/video/av113838477281539,0,,False,提高执行力,1756708694
BV19weiz4Efq,115077105652341,成为高能量永动机的完整指南（告别低迷，精力、活力无限）,炼金术士的藏宝图,3546596425861775,,9:21,1755937497,0,637,0,4,61,0,37,0,"活力,健康,高能量,能量,精力,自我提升,能量管理,精力管理",21,日常,//i1.hdslb.com/bfs/archive/689af795dc7dbd50334d127c568c7e59b36cc886.jpg,http://www.bilibili.com/video/av115077105652341,0,,False,提高执行力,1756708694
BV1mg4y1V7Vg,826275239,拖延，内耗，行动力差，想很多，做很少，该如何自救？,简存疗愈,416944034,核心就是：不要过分执着于自己的感受是否舒服，把关注的重点安置在「目标」本身上；相较于思维，要更注重「体验」，用实打实的经验去增强动力、树立信心、破除纠结。,16:0,1684497713,0,55720,166,198,4020,0,2450,0,"心理学,强迫症,抑郁症,自律,时间管理,焦虑,焦虑症,拖延,必剪创作,社会观察局",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/938fc6cddfac0364c21c7064f94bab43b5715b21.jpg,http://www.bilibili.com/video/av826275239,0,,False,提高执行力,1756708694
BV1TbvTzgEBn,115095510255737,当下青年为什么喜欢宅家里，拖延症严重，缺乏执行力,大冰直播间精选,3546871352002811,-,8:6,1756218366,0,1244,0,2,51,0,21,0,"年轻人,执行力,解锁地球另一面",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/85d44b9a1a8106f67db8bbf534d2d0a43e8ffabb.jpg,http://www.bilibili.com/video/av115095510255737,0,,False,提高执行力,1756708694
BV1nm4y1t7t5,698886063,【速效休息】20分钟躺平冥想，重启大脑提高专注力,范李猿,63486758,"高效休息的冥想来啦！ 这期特别适合正在备考冲刺的学生朋友、和已经工作但作息不规律，时常觉得自己状态一般的朋友，午睡 睡前 早醒 失眠 任何疲劳的时候都很适合去做哈哈哈也是我现在午休的保留节目。我们会通过yoga nidra瑜伽放松术，最大程度地放松身心，重新获得精力充沛的自己！ 生活中一定会有压力与忙碌，希望这20分钟可以让我们暂停一下，喘口气会有更多前进的能量，但也请注意不要用冥想代替日常所需要的睡眠，祝大家健康顺利！
片尾漂流瓶的小活动有兴趣的可以参与下，很期待看到你们的感受！",21:6,1684836000,0,15758890,62896,8481,871027,0,680423,0,"睡眠,高考,放松,休息,失眠,冥想,午睡,yoga nidra,瑜伽放松术,打造我的好身材,一起fun放假",164,健身,//i0.hdslb.com/bfs/archive/a414ab23a2273b34add150b9e0c9e8778bc8a68f.jpg,http://www.bilibili.com/video/av698886063,0,,False,提高执行力,1756708694
BV13mVKzQEWV,114450342351524,思考维度不够才是焦虑的底层问题，什么是维度，怎么提升成了问题,医学老师刘忠保,472724914,-,22:36,1746374571,0,151940,288,397,8080,0,7120,0,"成长,学习,心理,现象,思维,焦虑,底层逻辑,必剪创作",21,日常,//i2.hdslb.com/bfs/archive/33b259f4b05d61e6376e025e2b99a28874d8d8ab.jpg,http://www.bilibili.com/video/av114450342351524,0,,False,提高执行力,1756708694
BV1oX4y1k7N2,354619096,思考和行动是两码事，提高执行力以及完成目标的捷径是养成习惯。,千味酥本酥,351667203,-,5:20,1680620933,0,99009,62,260,6015,0,5555,0,"一分钟扬名B站-第五期,小而真实的快乐,必剪创作,学习,生活记录,心理,努力,思维,习惯,行动,思想",21,日常,//i0.hdslb.com/bfs/archive/483c3c1230e1f57ce42939a3e2adb13277c040ef.jpg,http://www.bilibili.com/video/av354619096,0,,False,提高执行力,1756708694
BV1Jwb3zXEgj,115008050693411,没有天生的专注大神，只有练出来的心流高手！脑科学教你练出极致专注力,心河摆渡,230983435,"今天咱们上点干货
聊聊如何打造狩猎级超强专注力
后面有两套训练方案
所以一定要坚持看到最后吖~",11:49,1754992800,0,140264,329,216,12532,0,7374,0,"学习,心理学,职场,脑科学,注意力,认知,心智,专注力,心流,分享我的专业知识",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/1028d77278be26ad2c65a9ec7e85c912c6f02ab2.jpg,http://www.bilibili.com/video/av115008050693411,0,,False,提高执行力,1756708694
BV1gX4y1k7zY,354465479,【发光小球】挑战10分钟专注力训练，排除杂念训练。（10分钟版）,刘清陽,1274644044,挑战10分钟专注力训练，净杂念训练。全身放松，调匀呼吸，自然呼吸。把意识集中在发光小球的运动上，不开小差，如果走神了，立即拉回到小球上，反复训练，直到全程10分钟都能够集中专注。适合工作、上课不集中，修行的人杂念多，难入静。最好关闭弹幕，戴上耳机，全屏播放。,10:16,1680395078,0,145892,0,214,8962,0,3959,0,"专注力训练,专注力",164,健身,//i1.hdslb.com/bfs/archive/33a13b085b71f1d6e1868e58b0cec4f5f0f60821.jpg,http://www.bilibili.com/video/av354465479,0,,False,提高执行力,1756708694
BV1QY4y1U7dY,654073031,（学习观）吃屎学习法，半年上清华，掌握情绪驱动，学习像打游戏一样轻松,记忆宫殿宁梓亦,129860965,QQ学习群：541939312,24:24,1679634689,0,73778,337,389,4790,0,2674,0,"学习心得,高效学习法,学习方法,思维,逆袭,情绪,考试,高考,记忆",208,校园学习,//i0.hdslb.com/bfs/archive/c6bf030524ad111a2f5686791d0178287931df73.jpg,http://www.bilibili.com/video/av654073031,0,,False,提高执行力,1756708694
BV1Q38PzxErf,114903545284722,如何打造坚韧的内心？（修行之道）,YouTube硬核访谈,3546856218954029,"中英文档：https://www.bilibili.com/opus/1092856129286832131?spm_id_from=333.1365.0.0
文字版在置顶动态",29:21,1753518600,0,40213,16,84,4191,0,1634,0,"励志,成功,逆袭,自律,逆境,专注,意志力,韧性",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/fe1a1101b4bdf473c3a3473e9853af2d38657458.jpg,http://www.bilibili.com/video/av114903545284722,0,,False,提高执行力,1756708694
BV1B7huzDEZT,114963322576152,（邪修版）打败拖延症！立刻拥有恐怖执行力！,羊得意real,13340854,可能跟你以往看过的方法不太一样！但真的好使！,1:57,1754201144,0,2207,2,10,195,0,141,0,"心理,拖延症,自律,执行力,自控力,创作灵感,行动力,自我成长,邪修,坚持自律的每一天",21,日常,//i1.hdslb.com/bfs/archive/5f0173b35d7e7e861f0648ec95ce665efd8b4e4b.jpg,http://www.bilibili.com/video/av114963322576152,0,,False,提高执行力,1756708694
BV1sQhezeEBC,115116917922447,执行力跟不上认知是伪命题,惜颜李木心学,3546746623887895,-,6:13,1756545007,0,111,0,0,1,0,1,0,"学习,读书,人文,王阳明,心学",228,人文历史,//i0.hdslb.com/bfs/archive/6d25492d99bcd70624411f2b9dca9f52939bff23.jpg,http://www.bilibili.com/video/av115116917922447,0,,False,提高执行力,1756708694
BV1Bp8tzKEAR,114918728666460,【愚者说】为什么你的坏习惯像个牛皮糖，怎么甩都甩不掉？不是你没毅力，而是方法没找对！这期视频，带你搞懂如何“重塑习惯”！,愚者说,18263905,"[看长视频，培养专注力]

｜认知提升｜自我觉醒｜思维拓宽｜

关注&lt;愚者说&gt;让我们共同成长、提升、找到更完美的自己。",22:12,1753528200,0,17966,7,36,2322,0,1311,0,"知识,心理,心理学,毅力,习惯,焦虑,坏习惯,自我提升,个人成长,心理观察室",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/81e245931275675458d1e6eab75a930000cbda46.jpg,http://www.bilibili.com/video/av114918728666460,0,,False,提高执行力,1756708694
BV1yz4y17763,573448846,五步，杀死拖延症！提高行动力，拒绝颓废摆烂,Iris学姐,588364496,"五个方法让你彻底摆脱拖延症，迎来本该属于自己精彩美好的人生！

视频中的方法结合了我自己的经验和《拖延心理学》《终结拖延症》这两本书的内容，我在【学姐读书会】对这两本书有更深度的解读以及更多个人经验的分享，私信回复【读书会】即可获得加入方式，解锁全部100本好书，跟我一起实现全方位成长！",3:0,1689329400,0,111243,173,80,6337,0,6328,0,"心理学,博士,拖延症,自律,考研,经验分享,vlog,校园vlog,一起上岸吧,一起上岸吧2",208,校园学习,//i0.hdslb.com/bfs/archive/08e6550c126aeacbe1dbbb9908d78a75591fe514.jpg,http://www.bilibili.com/video/av573448846,0,,False,提高执行力,1756708694
BV1tc8Az5E5b,114902236665007,一招就能无痛提升执行力的秘诀,进击的小李酱,3546763784883072,-,1:26,1753269223,0,24787,15,67,2776,0,2817,0,"学习,执行力,秘诀",209,职业职场,//i0.hdslb.com/bfs/archive/3980409c4b4aed8a2c1e0e1ed293f5586f29ed82.jpg,http://www.bilibili.com/video/av114902236665007,0,,False,提高执行力,1756708694
BV1WiD8YtEu2,113429851410400,给脑力工作者：如何从易疲惫体质，变成一个精力充沛的人？,YouCore官方,1572764532,增强初始能量、降低消耗速度、增加恢复速度,6:39,1730802424,0,256306,329,357,16699,0,15206,0,"学习,工作,职场,时间管理,精力管理,YouCore,脑力工作",209,职业职场,//i2.hdslb.com/bfs/archive/d7115353cd7a3cfcd5242228df0b3c50ee422214.jpg,http://www.bilibili.com/video/av113429851410400,0,,False,提高执行力,1756708694
BV1hzPoe7ENK,113940264652691,2025年最值得反复观看的视频！万字拆解《高效能人士的7个习惯》,夏鹏本鹏,3546800797518640,年度重磅视频来了！耗时3天，总长86分钟，2025年最值得你反复观看的视频！,85:49,1738591038,0,105439,285,209,10212,0,4611,0,"学习,职场,目标,习惯,夏鹏,高效能人士,教书匠小夏,万字拆解",209,职业职场,//i2.hdslb.com/bfs/archive/d6fb26829eec60d6a629055cf8b62fdfdb9530f4.jpg,http://www.bilibili.com/video/av113940264652691,0,,False,提高执行力,1756708694
BV1q24y1o7JB,688367504,【重启大脑】20min躺平冥想，恢复脑力，行动力提升 | 专注系列03,李冉在冥想,591246297,如果身体抱恙，请看一下最后呼吸法的注意事项。另外吟唱的梵文也在最后。,21:33,1663729200,0,7597984,19385,3865,318833,0,174468,0,"一起瑜伽冥想吧,冥想,放松,睡眠,减压,自律,正念,疗愈,效率,专注",164,健身,//i2.hdslb.com/bfs/archive/2dd7a817b5182ebe2630b4b14b76c337f6a54c26.jpg,http://www.bilibili.com/video/av688367504,0,,False,提高执行力,1756708694
BV1gTeezjExL,115075880981290,一个让你拥有恐怖执行力的顶级思维，「当一个时间赌徒」,向上的金临,527146075,-,3:2,1755918666,0,963,0,0,93,0,25,0,"成长,心理,思维,经验分享,执行力,提升,赌徒,拖延,底层逻辑,顶级思维",21,日常,//i2.hdslb.com/bfs/archive/5c0f56764c124a5e8825ea7f65bc4f6b76ad350d.jpg,http://www.bilibili.com/video/av115075880981290,0,,False,提高执行力,1756708694
BV1Ku4y1o7td,827211887,如何拥有恐怖执行力，精通命运的算法模型,记忆宫殿宁梓亦,129860965,一个给你带来深度思考的作者。交流QQ群：285907006,12:43,1686643409,0,162805,345,325,16055,0,10703,0,"文化,考试,知识,学习,思维方式,价值观,背书,经验分享,高效学习,记忆方法",208,校园学习,//i2.hdslb.com/bfs/archive/36558d9fedc7627a5f261fb2d3241d8a5f5f1806.jpg,http://www.bilibili.com/video/av827211887,0,,False,提高执行力,1756708695
BV1YX4y1w7b5,716550173,【暑假计划】假期逆袭！如何高效规划假期？提高计划执行力！超实用干货！,双双今天更好了嘛,162776423,"希望能对大家有帮助呀！
7.21揪一个弹幕里的粉丝朋友送时间管理本本！",10:30,1625629235,0,62357,2142,343,1744,0,3135,0,"2021一起学习,必剪创作,学习心得,高考,学习,考试,学生党,高中,英语,时间管理,打卡挑战",208,校园学习,//i2.hdslb.com/bfs/archive/e569d1aee6355a85cca0ce818cd9f3772934d95f.jpg,http://www.bilibili.com/video/av716550173,0,,False,提高执行力,1756708695
BV19b421e78U,1805541698,你会得到自己日复一日重复的东西，也会成为自己日复一日成为的人。（100%行动力复苏指南！）,德芙奥特曼,91726235,"We will get what we repeat. 
We are what we repeat.",5:17,1718364600,0,259424,388,496,29471,0,24883,0,"励志,学习,大学生,高中生,干货,经验分享,执行力,拖延,行动力,知识分享官,525心理健康日",208,校园学习,//i2.hdslb.com/bfs/archive/7c670edf4d58e7dedfe666f988164d44a09c7dd2.jpg,http://www.bilibili.com/video/av1805541698,0,,False,提高执行力,1756708695
BV18E41117Fw,73370829,康康|懂了这个道理，你会忍不住学习|迅速成为学霸|如何主动学习|动力获取|一直自律一直爽|偷偷超过同学|学生党技巧,是你们的康康,1858682,"为什么学霸可以不停努力？而你一学习就困、累、倦，毫无动力？快进来找答案吧！
今天是纯干货，希望可以帮助你找到学习的动力！",8:47,1572003991,0,3340511,164841,7619,258843,0,397277,0,"我的学习日记,学习,VLOG,校园,生活,干货",21,日常,//i1.hdslb.com/bfs/archive/6e70a800127257652a514eeecc6f72912b94b194.jpg,http://www.bilibili.com/video/av73370829,0,,False,提高执行力,1756708695
BV1TW33zdEvS,114789544101051,7天多巴胺戒断，彻底改变你的专注力与生活｜执行力低下的人必看！,内核研究所,3546921109031008,"你是不是每天都感到心浮气躁，干什么都三分钟热度？
 你是不是明明立了目标，结果每次打开手机就刷了一个小时？
 你可能不是懒，而是“被多巴胺控制了”。
本期视频，我将用7天多巴胺戒断计划，带你重启大脑系统，找回深度专注力。
 这不仅是一场“排毒训练”，更是一种生活方式的升级。
 从专注一个项目、减少无意义刺激，到冥想、自我觉察，这7天将颠覆你对“自律”和“高效”的认知。
🎯视频核心内容：
多巴胺为何让你越活越空虚？
如何通过戒断重新找回生活的掌控感？
七天计划：4个习惯助你重建专注系统
进阶挑战：“修行模式",12:25,1751549659,0,156690,178,187,12021,0,7640,0,"多巴胺,自律,时间管理,专注力,自我成长,高效人生,内耗,上B站看播客",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/71c5d227d9b1f55a704350880fcf2ff72d07a502.jpg,http://www.bilibili.com/video/av114789544101051,0,,False,提高执行力,1756708695
BV1PP4y157d5,891603569,学不会？做题做不出来？脑科学最强提升智力的方法！,老巩学长,393203321,总的来说呢，智力这一个定义从来都不是对一个人大脑功能的定义，从本质上来说，人与人没什么区别，可能最大的区别就是见识够不够广，输入够不够多，单一的努力可能并不是一个很好的学习方法。反倒是生活充实，尽可能地多元化生活会对自己的的成长有很大帮助哦。总被说笨的b友们也不必灰心，你可能只是在学习方面的信息不够多，但总有一个你非常擅长的东西的！,5:47,1636547611,0,936703,974,1257,64443,0,51614,0,"知识分享官,心理学,学习,冷知识,考研,自律",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/e6c7d1d6674b99349ed14d4897505f41642097fe.jpg,http://www.bilibili.com/video/av891603569,0,,False,提高执行力,1756708695
BV1mW4y1j7bU,944585108,破除假努力，让你超高效学习！2个实操方法，彻底破除学习无用功，提分就像喝水般轻轻松松！,硬核学长2077,1195497797,"为什么你每天疯狂背书，爆肝刷题，但是成绩还不如那些，吊儿郎当的同学？
如果遇到了这种情况，你可能已经掉入了假努力的陷阱。
 
我们解决问题，一定要抓本质：
有些时候成绩不好，并不是因为你不够努力。
而是因为太过努力了，所以才成绩不好。

我们有些时候，其实是为了努力而努力。
然而，越是盯着努力的程度，就越容易忽视努力的质量。
当你过分地强调努力程度，就很容易陷入到假努力之中。

这个视频，学长就给你解释清楚，给出详细的实操指南。用2句话，彻底帮你破除掉假努力！
详细版本，可以看这里:
https://ww",6:45,1666951749,0,1394078,1234,1577,79958,0,112273,0,"我们都爱搞学习·第二期,我们都爱搞学习,经验分享,考试,大学,学习方法,考研,高考,知识,校园学习,学习,学习心得",208,校园学习,//i2.hdslb.com/bfs/archive/1ec572330034440acbb9940f4576d75059bae16d.jpg,http://www.bilibili.com/video/av944585108,0,,False,提高执行力,1756708695
BV1884y137AZ,611448633,ADHD七小时超长集中注意力&amp;专注学习&amp;舒缓压力背景音｜脑波音乐,Mo35chi,324196502,"https://www.youtube.com/watch?v=RG2IK8oRZNA&amp;t=425s
多动症缓解音乐是专门为帮助多动症患者提高注意力和焦点而设计的。它通常包括舒缓的旋律和平静的节奏，可以放松思想并帮助提高注意力。这种类型的音乐可以在学习、工作或从事其他需要集中注意力的任务时作为背景噪音使用。",467:9,1679573300,0,4391089,6853,5199,258300,0,109032,0,"学习,纯音乐,冥想,ADHD,专注",130,音乐综合,//i2.hdslb.com/bfs/archive/dec67bc75ebc5df99e7515244e1812853f43ef6a.jpg,http://www.bilibili.com/video/av611448633,0,,False,提高执行力,1756708695
BV15Pa5zfEEH,115123712759826,人最了不起的能力：执行力是标配，认知力是高配，心力是顶配,毅衡读书,3546927620688697,-,3:20,1756648479,0,46,0,0,5,0,3,0,"能力,学习,心理,职场,人际关系,执行力,心力,心理观察室",228,人文历史,//i0.hdslb.com/bfs/archive/fa9434eca9584c17f671a85ae687204ade2890e6.jpg,http://www.bilibili.com/video/av115123712759826,0,,False,提高执行力,1756708695
BV1Q38PzxErf,114903545284722,如何打造坚韧的内心？（修行之道）,YouTube硬核访谈,3546856218954029,"中英文档：https://www.bilibili.com/opus/1092856129286832131?spm_id_from=333.1365.0.0
文字版在置顶动态",29:21,1753518600,0,40213,16,84,4191,0,1634,0,"励志,成功,逆袭,自律,逆境,专注,意志力,韧性",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/fe1a1101b4bdf473c3a3473e9853af2d38657458.jpg,http://www.bilibili.com/video/av114903545284722,0,,False,提高执行力,1756708695
BV1Fee7zXEab,115081786427345,你为什么执行力弱？内阻力——每个人的一生之敌,先觉O,3461574943574120,-,2:58,1756008968,0,135,0,0,14,0,8,0,"学习,心理学,职场,执行力,干货分享,认知觉醒,认知思维,内耗,万物研究所,内阻力",208,校园学习,//i2.hdslb.com/bfs/archive/e266f2fd4c5ac024adcbc76b496772ee2bdb2c64.jpg,http://www.bilibili.com/video/av115081786427345,0,,False,提高执行力,1756708695
BV1sQhezeEBC,115116917922447,执行力跟不上认知是伪命题,惜颜李木心学,3546746623887895,-,6:13,1756545007,0,111,0,0,1,0,1,0,"学习,读书,人文,王阳明,心学",228,人文历史,//i0.hdslb.com/bfs/archive/6d25492d99bcd70624411f2b9dca9f52939bff23.jpg,http://www.bilibili.com/video/av115116917922447,0,,False,提高执行力,1756708695
BV1k54y1P7V1,864496665,还在纠结空想？3个方法迅速提高执行力,代理人利奥王,35246020,"想做和做到之间有一条巨大的鸿沟。归根到底，我觉得就是我们想的太多，做得太少了。

今天我就和大家分享3个我自己尝试下来很好用的方法。认为自己行动力不足的朋友们别忘了点赞收藏，多看几遍。",4:20,1676549938,0,9934,7,30,431,0,553,0,"今天也要好好工作,行动力,拖延症,方法,自我成长,职场",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/6f5b59d0b07a844c47acbe409f5f11373e48e78d.jpg,http://www.bilibili.com/video/av864496665,0,,False,提高执行力,1756708695
BV1GHhzz8E9n,115118260095103,老李讲俄军执行力,爱唱歌的千里马,3546700547360930,-,1:14,1756565409,0,29859,14,215,78,0,1025,0,"搞笑,军事,军人",21,日常,//i2.hdslb.com/bfs/archive/2233fe388a43cb1621b4e6b3526acfd94f7acd06.jpg,http://www.bilibili.com/video/av115118260095103,0,,False,提高执行力,1756708695
BV149hBzUERM,115118494981681,总存不下钱？理解原始积累，才是破局关键！［看长视频，培养专注力］无废话，适合循环播放，重塑大脑&amp;潜意识｜认知觉醒｜思维拓宽｜个人成长,拓荒者说-下饭长视频,437325981,-,25:48,1756569489,0,1180,0,0,32,0,21,0,"财富,赚钱,存钱,财富自由,财务自由,消费主义,认知升级,个人成长,原始积累,思维拓宽",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/bf0ddeebc6211fdd59c81003221f1a40bfdaf7b5.jpg,http://www.bilibili.com/video/av115118494981681,0,,False,提高执行力,1756708695
BV1P25KzjEtb,114472152731521,经典书籍《原子习惯》精读，帮你摧毁99%的无效努力,在书页间旅行,339832817,"《原子习惯》是一本颠覆认知的“小微习惯养成指南”，由习惯研究专家詹姆斯·克利尔撰写的个人成长里程碑式著作。全书以神经科学和心理学为底层逻辑，揭示“每天进步1%”的复利魔力，通过「身份驱动」「环境设计」「两分钟法则」等五大黄金定律，将大目标拆解为可操作的微习惯行为链，让改变从“艰难抗争”变为“自动触发”。这本书被硅谷精英、奥运选手和千万读者奉为“终身成长的原子弹级工具书”，教会普通人用“微小雪球”滚出人生质变曲线。
视频内容大纲：
1、开场：嘿，你也被 “小改变” 震惊了吗？
2、告别 “鸡血目标”，拥抱 ",39:18,1746706942,0,336580,287,382,30416,0,13282,0,"高中,学习,读书,心理学,习惯,阅读,自我提升,学习心得,好书分享,个人成长",124,社科·法律·心理,//i0.hdslb.com/bfs/archive/569553ff9fffd92beb02c4f978801aee9eb538dc.jpg,http://www.bilibili.com/video/av114472152731521,0,,False,提高执行力,1756708695
BV13mVKzQEWV,114450342351524,思考维度不够才是焦虑的底层问题，什么是维度，怎么提升成了问题,医学老师刘忠保,472724914,-,22:36,1746374571,0,151940,288,397,8080,0,7120,0,"成长,学习,心理,现象,思维,焦虑,底层逻辑,必剪创作",21,日常,//i2.hdslb.com/bfs/archive/33b259f4b05d61e6376e025e2b99a28874d8d8ab.jpg,http://www.bilibili.com/video/av114450342351524,0,,False,提高执行力,1756708695
BV1NM411P7SR,479263282,【原子习惯】养成好习惯的最有效方法（放弃目标，建立系统）,硬核的HeyMatt,239688446,,6:43,1676256422,0,262771,490,309,13884,0,10404,0,"非正式颁奖小会,学习日常打卡,学习,经验分享,系统,习惯,原子习惯,习惯养成,学习心得,好书,教育",208,校园学习,//i2.hdslb.com/bfs/archive/6c8a7bf9ba7187865285436b21564621872c2af4.jpg,http://www.bilibili.com/video/av479263282,0,,False,提高执行力,1756708695
BV1a3GPzyE8m,114822779771359,大脑天生爱偷懒？学会这4步“正反馈系统”，让自律像刷短视频一样上瘾,半亩野草ぃ,3546695874906293,"欢迎来到「半亩野草ぃ」的世界！

✨希望这里，能够成为你忙碌生活里的治愈角落。

让我们一起野蛮生长，大步前行！

🌿野草向阳，我们向上！    加油！",28:17,1752404100,0,15190,26,15,1012,0,730,0,"学习,心理,拖延症,自律,焦虑,自我提升,个人成长,思维陷阱,正反馈,心理观察室",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/f140a12627875dce88e2c041294c5680073f077a.jpg,http://www.bilibili.com/video/av114822779771359,0,,False,提高执行力,1756708695
BV1mH4y1V7aV,1054040472,【曾仕强】从弱者思维到强者思维，需要做哪些改变？,国学明言,27039921,-,29:8,1716120000,0,34269,9,50,1340,0,504,0,"智慧,曾仕强,情绪,国学,思维,中华文化,情绪管理,强者思维,必剪创作,今天也要好好工作,职场情绪调节术",124,社科·法律·心理,//i1.hdslb.com/bfs/archive/1f47bc36b4cc19621aab33c0d87bb336f57aa4cd.jpg,http://www.bilibili.com/video/av1054040472,0,,False,提高执行力,1756708695
BV1v84y1r7H7,605557968,如何获得长久稳定的积极情绪     ‖   心流4,与书籍度过漫长岁月,252099076,心流最后一篇！！！！！,27:14,1669538741,0,1357662,2269,1311,61487,0,55043,0,"社科人文分享官·第二期,焦虑人群生存指南,情绪,心理,心流,精神内耗,考研,孤独",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/c1ca11d8d83c30dd54313e0cff6263a17a6dcd03.jpg,http://www.bilibili.com/video/av605557968,0,,False,提高执行力,1756708697
BV1oX4y1k7N2,354619096,思考和行动是两码事，提高执行力以及完成目标的捷径是养成习惯。,千味酥本酥,351667203,-,5:20,1680620933,0,99009,62,260,6015,0,5555,0,"一分钟扬名B站-第五期,小而真实的快乐,必剪创作,学习,生活记录,心理,努力,思维,习惯,行动,思想",21,日常,//i0.hdslb.com/bfs/archive/483c3c1230e1f57ce42939a3e2adb13277c040ef.jpg,http://www.bilibili.com/video/av354619096,0,,False,提高执行力,1756708697
BV1WZ421i7en,1152769977,一个方法，彻底杀死你的拖延摆烂！自律上瘾,乔一樵_,382665007,～,2:54,1712833233,0,109229,44,94,8015,0,4476,0,"学习,拖延症,效率,自律,经验分享,执行力,学习方法,自我提升,拖延,摆烂",208,校园学习,//i1.hdslb.com/bfs/archive/4ee28a5e811a67b364e1f05e4459675541d011d6.jpg,http://www.bilibili.com/video/av1152769977,0,,False,提高执行力,1756708697
BV1qT4y1i7iz,937623479,学习本就是最低成本的上进，如果你理解不了学习的本意，就无法静下心好好努力,罗氏文学,2005418089,live.bilbil.com/3333,11:9,1648271175,0,179111,499,165,4517,0,4929,0,"社会,心理,心理学,教育,人文,人生,演讲,读书,幸福,学习",124,社科·法律·心理,//i2.hdslb.com/bfs/archive/d1f4028cd8cd40d97bf43a364dfad088a6db8b0f.jpg,http://www.bilibili.com/video/av937623479,0,,False,提高执行力,1756708697
